,Unnamed: 0,param_initialization,optimizer,qaoa_variant,warm_start,backend_mode,depth,lagrangian_multiplier,amount_shots,max_tol,vertexcover,graph_size,graph_name,time_elapsed,quantum_func_evals,obj_func_evolution,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal,ratio
261,261,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<Dv[,1.3802647590637207,50,"[np.float64(-0.4635284987494452), np.float64(-0.28473053339182464), np.float64(-0.7158524568384352), np.float64(2.29104592107486), np.float64(0.18627780708399963), np.float64(-0.1934470747316479), np.float64(-0.04893468980843049), np.float64(0.23034583552690968), np.float64(-0.19096475637362284), np.float64(0.5823641457971986), np.float64(0.6424110746505473), np.float64(-1.192770800361168), np.float64(0.3577842811637032), np.float64(0.46284893165846974), np.float64(0.28749462997407854), np.float64(0.8490472558821225), np.float64(0.7070841212152381), np.float64(2.0059474678536167), np.float64(0.10131467300690145), np.float64(0.5036613675653738), np.float64(-0.27471112177739665), np.float64(0.11705936691859717), np.float64(0.32119338819853116), np.float64(0.24419149129825035), np.float64(-0.8825807573089711), np.float64(0.45048087402740944), np.float64(-0.6802491400158053), np.float64(1.5890638144390707), np.float64(-0.2187961787442676), np.float64(-0.5998184065363387), np.float64(0.1423522624832708), np.float64(-0.28545270963114155), np.float64(-0.5820102295231919), np.float64(-0.029595664250529532), np.float64(0.5116882262220637), np.float64(0.9669906586053629), np.float64(-0.6870401508926897), np.float64(0.13429897039830385), np.float64(0.2719359882947423), np.float64(0.3730038034187186), np.float64(0.3762258882394873), np.float64(0.08524970424969086), np.float64(0.37899239633088316), np.float64(0.8973219060443973), np.float64(0.4624154551649677), np.float64(0.09248612308437865), np.float64(-0.35784451035399534), np.float64(0.15420910709543856), np.float64(-0.18874894253848631), np.float64(0.05865485305352525)]","[0, 0, 1, 1, 0]",6.0,"[1.0, 1.0, 0, 0, 0]",6.0,[0.61155882 1.0613957  5.44423289 2.185783  ],0.4265415250914227,1.0
262,262,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<Dv[,3.2884087562561035,50,"[np.float64(-0.6736773217925796), np.float64(-0.3668950037874451), np.float64(-0.45358738618054206), np.float64(-0.14019576290453795), np.float64(0.8349675672599711), np.float64(1.6413030928430383), np.float64(0.7134825079878482), np.float64(-0.3934096141722097), np.float64(-0.48572365865261413), np.float64(0.062242242675896106), np.float64(0.17003715706109537), np.float64(0.8121205955805463), np.float64(0.06636740444267722), np.float64(-0.6411979312262681), np.float64(0.039572333181026306), np.float64(1.0694009965345146), np.float64(-0.06404863545432102), np.float64(1.056893215840906), np.float64(-0.6702181030904515), np.float64(1.5539242214771778), np.float64(0.6570285357669968), np.float64(-0.30632395096867876), np.float64(-0.33694972105361826), np.float64(-0.14661619026270423), np.float64(-0.42023870363820587), np.float64(0.04837998347218693), np.float64(0.07448032562136053), np.float64(1.0030544361317018), np.float64(-0.3708098722100425), np.float64(0.3193837449848513), np.float64(0.08718850892948818), np.float64(0.009315076876463914), np.float64(1.6375209438858946), np.float64(0.5594940320153712), np.float64(-0.9904740155401188), np.float64(-0.41646694851640276), np.float64(0.7516900715908958), np.float64(2.9931414446612847), np.float64(-0.24029025814719873), np.float64(1.3967569533692303), np.float64(0.3351601826620238), np.float64(-0.02204140956474021), np.float64(-0.11582167557624289), np.float64(-0.32993915228474524), np.float64(0.48365625421521474), np.float64(0.30253832827983684), np.float64(-0.8630166694998579), np.float64(-0.23640486816471135), np.float64(1.6652055588857915), np.float64(0.10675032203693524)]","[1, 1, 0, 0, 0]",6.0,"[1.0, 1.0, 0, 0, 0]",6.0,"[1.09157626 0.12674638 4.06658451 2.82332845 1.76432307 1.49552466
 2.73854836 1.05045991 3.02205656 1.41411909 2.66787247 0.30151136
 4.19876885 0.35692165 4.81983753 1.93491249 4.49815548 0.29624378
 4.47263792 1.32719311]",0.4894316347416652,1.0
263,263,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<Dv[,0.6889922618865967,50,"[np.float64(-0.5206105605130169), np.float64(0.19730721508603144), np.float64(0.2920379941973426), np.float64(-0.681730032232205), np.float64(-0.14886773994892408), np.float64(-0.7847688667588705), np.float64(0.05238218275027138), np.float64(-0.11976107218212335), np.float64(0.916351319416014), np.float64(0.8679218924784652), np.float64(-0.08533154967666083), np.float64(2.380428152194391), np.float64(0.5461386036952726), np.float64(-0.3312830510418827), np.float64(1.041324867444191), np.float64(-0.2822672810435322), np.float64(0.5063426058540323), np.float64(0.20027458278218135), np.float64(0.6210564481547891), np.float64(-0.21928657413783714), np.float64(1.0147996186808284), np.float64(-0.0004934691937622526), np.float64(0.5526414596962158), np.float64(0.6726849928244549), np.float64(-0.48930467158460467), np.float64(0.006780753493017391), np.float64(1.4656064840741183), np.float64(0.12281326201862014), np.float64(-0.18271656234191058), np.float64(1.1985662680374074), np.float64(-0.0015550446513815184), np.float64(-0.5084112543022158), np.float64(1.4204242641389377), np.float64(0.23599213463296065), np.float64(-0.24869588946736945), np.float64(0.407466003966755), np.float64(0.01751824043745162), np.float64(-0.0067801760058084914), np.float64(1.6893345060426996), np.float64(-0.1609733730942955), np.float64(0.34607419567756964), np.float64(-0.003925274796199502), np.float64(-0.8297899804621263), np.float64(0.17747898310281726), np.float64(-0.45893569162244857), np.float64(0.025144411357758648), np.float64(-0.16639095211149238), np.float64(-0.10713586939913963), np.float64(0.14584698151764763), np.float64(-0.14012468182711563)]","[1, 1, 0, 0, 0]",6.0,"[1.0, 1.0, 0, 0, 0]",6.0,[1.79915092 0.25982672 3.68267682 0.74594499],0.3293408821899907,1.0
264,264,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DbS,3.209311246871948,50,"[np.float64(-0.0885315096468991), np.float64(-0.00909476393858949), np.float64(0.2050945328722661), np.float64(-0.11305346678837408), np.float64(0.45115224879798416), np.float64(0.272792669481607), np.float64(-0.05476743312358323), np.float64(-0.09921719398078467), np.float64(1.106257534786328), np.float64(-0.3802620631796907), np.float64(-0.42872159630981854), np.float64(-0.2658754776336706), np.float64(0.4939602164844506), np.float64(0.2884739034999946), np.float64(0.09420829078419433), np.float64(0.06881865710656786), np.float64(-0.32400264525208894), np.float64(-0.17039158027446327), np.float64(0.241653947399249), np.float64(-0.26548901634269845), np.float64(-0.21495926325011191), np.float64(-0.4611442225329488), np.float64(-0.7428905148990711), np.float64(0.6051015487880305), np.float64(0.23523211716668635), np.float64(0.09719377261394159), np.float64(-0.10667526703934291), np.float64(-0.01869381739937187), np.float64(0.5143843167968246), np.float64(0.13686260084247637), np.float64(0.5027518872270244), np.float64(0.08194618371551765), np.float64(0.1068083955713367), np.float64(-0.29360205002548745), np.float64(-0.0683337540609667), np.float64(0.2945470208654975), np.float64(-0.3947657533846265), np.float64(0.585667619933739), np.float64(-0.24858088149199975), np.float64(0.15965522312011918), np.float64(-0.845178207668374), np.float64(0.10578165431285813), np.float64(-0.22801489200932662), np.float64(-0.28392319449707043), np.float64(1.0258853067992648), np.float64(0.4469933595255678), np.float64(0.2807976286326024), np.float64(0.18747849730944754), np.float64(0.30588273276083344), np.float64(0.026437193127939185)]","[1, 0, 1, 1, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,"[6.06710987 2.01829347 0.1190753  0.65985325 0.95847793 0.38262213
 1.74609208 0.15910552 2.27302805 1.59180903 3.09688348 2.75937404
 4.87476215 1.15096527 3.07995815 0.26245194 5.44633542 0.39628261
 3.56311555 1.66802136]",0.5832224608007596,1.0
265,265,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DbS,0.8276662826538086,50,"[np.float64(1.1804011531290572), np.float64(-0.4516105829230932), np.float64(0.7052798014932735), np.float64(-0.8202351222584042), np.float64(-0.08410640563919478), np.float64(-0.20468829052719345), np.float64(-0.3140583366415448), np.float64(0.35787609685949734), np.float64(0.3488015159749956), np.float64(1.0821896075738264), np.float64(-0.15365095387200536), np.float64(-0.12782699802643277), np.float64(-0.6628572355074674), np.float64(0.6646902373336474), np.float64(0.29363083450722854), np.float64(0.1852118005088887), np.float64(0.7284800375394527), np.float64(0.38329817386391873), np.float64(0.383355363838606), np.float64(0.05693809735897959), np.float64(-0.24965373195343488), np.float64(0.5148241364440904), np.float64(1.0835467522409858), np.float64(-0.501348868473866), np.float64(-0.5391398902624862), np.float64(0.8436320714655039), np.float64(-0.8075310389878367), np.float64(0.9814623624820767), np.float64(-0.5786787603168618), np.float64(-0.32779310282560997), np.float64(0.970744708432784), np.float64(-0.3692324536559148), np.float64(0.9731648142032316), np.float64(-0.14324581270916903), np.float64(-0.792197976079177), np.float64(0.7807012283104464), np.float64(-0.2580710647648816), np.float64(0.23952020150722092), np.float64(0.33508520215350845), np.float64(0.2066216658828614), np.float64(-0.43047233069192486), np.float64(0.6089153817304447), np.float64(0.6867554469035603), np.float64(0.28707553025398286), np.float64(-0.6415538283854737), np.float64(0.3764988471498013), np.float64(-0.13915470910429506), np.float64(-0.33383033833785297), np.float64(-0.04977615971420302), np.float64(-0.48930963183373516)]","[1, 1, 1, 0, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,[3.44784548 1.64082064 5.21207936 0.87760229],0.5517460731965377,1.0
266,266,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DxK,0.9206593036651612,50,"[np.float64(0.9959978283095812), np.float64(0.1973201448790198), np.float64(0.19420407879931387), np.float64(0.5625490951495904), np.float64(1.497217069388175), np.float64(0.6171240889547904), np.float64(0.6140687042501881), np.float64(0.571747877319388), np.float64(1.7171479791317934), np.float64(1.6205916530079785), np.float64(-0.3054145855127902), np.float64(1.1636204570471231), np.float64(1.246026888480055), np.float64(0.781464630097954), np.float64(0.35445138397868436), np.float64(0.4564646669152349), np.float64(0.10925890917496694), np.float64(-0.16169102715837413), np.float64(-0.12726712888804687), np.float64(0.6221263355393518), np.float64(1.5898671075578665), np.float64(1.494956133983207), np.float64(1.0323843109243485), np.float64(0.3293673174819076), np.float64(-0.5124607220186351), np.float64(1.1879644829405545), np.float64(0.419927838991786), np.float64(-0.644309860324939), np.float64(-0.9257767813687376), np.float64(-0.5881013991151278), np.float64(0.6826922733135357), np.float64(-0.3176686077842066), np.float64(0.3124014489091153), np.float64(0.7208968948705313), np.float64(1.848681920474618), np.float64(0.45425585206018093), np.float64(1.1280854390928328), np.float64(-0.7823105840557134), np.float64(-0.021476185865797442), np.float64(1.3936414491072822), np.float64(1.9223714189448344), np.float64(1.00824228492057), np.float64(-0.9397958930850208), np.float64(-0.5050566817945787), np.float64(0.9078946813819708), np.float64(2.0235198982553415), np.float64(0.864109829468831), np.float64(-0.9473052224760128), np.float64(-0.3304510501334728), np.float64(-0.07747003225488004)]","[1, 0, 1, 0, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,[0.25689602 2.6658833  4.39311249 2.58068298],0.9851678070817624,1.0
267,267,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DbS,2.4503087997436523,50,"[np.float64(0.22469552241377028), np.float64(-0.368755241358945), np.float64(0.289274123933338), np.float64(0.1110677984182646), np.float64(-0.07681729871559659), np.float64(-0.15433850039405095), np.float64(-0.6488636633716902), np.float64(0.37812608265687375), np.float64(0.465678443830548), np.float64(0.11389771385059497), np.float64(-0.23233831031246116), np.float64(0.233006992676219), np.float64(0.20955346721521018), np.float64(-0.7152253305699978), np.float64(1.4322976228940913), np.float64(-0.3054995343683493), np.float64(-0.20201923794901297), np.float64(0.5406131713984224), np.float64(0.3602832192020728), np.float64(0.787734844149732), np.float64(0.3981684513554561), np.float64(0.07315305484180956), np.float64(0.19693653261334726), np.float64(0.1333746819377914), np.float64(-0.16498072073478814), np.float64(-0.09140150772644459), np.float64(0.0144606482319527), np.float64(-0.12381446301630689), np.float64(0.42753758805136843), np.float64(0.39293911650409963), np.float64(-0.07522349406714114), np.float64(-0.15560888157741348), np.float64(-0.0969461031713374), np.float64(-0.4078458903170026), np.float64(0.6625748668330698), np.float64(-0.8395710432790893), np.float64(0.3186991779485517), np.float64(0.8885150799719136), np.float64(0.5203580668198702), np.float64(0.14188429249551662), np.float64(-0.03307188618465712), np.float64(0.5596023048555215), np.float64(0.1172759533956487), np.float64(0.020804791459123617), np.float64(0.28145746151264406), np.float64(-0.3857600682070926), np.float64(0.26701188303226564), np.float64(1.1112495087119463), np.float64(0.43362562779093194), np.float64(0.018644161536326906)]","[1, 0, 1, 1, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,"[1.6872846  1.93380612 1.03583045 1.85558962 1.54676366 2.84834852
 5.9265337  0.98036382 3.28886184 2.47631245 4.41591561 1.67136683
 5.02738821 1.05942103 2.52760778 2.20684527 6.08662592 0.06806784
 3.6710907  0.72854998]",0.5859150171790404,1.0
268,268,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DxK,1.587048053741455,50,"[np.float64(0.10965621533185028), np.float64(-0.26556880131398564), np.float64(0.4495057201278571), np.float64(0.7624057506826306), np.float64(0.5742512467885467), np.float64(-0.04039946874725013), np.float64(1.4198291414147552), np.float64(0.82852428346545), np.float64(0.007135096488218112), np.float64(-0.07837356441661314), np.float64(0.9337404279663317), np.float64(0.14807013527493418), np.float64(0.4529565769594022), np.float64(-0.3209444431423301), np.float64(-0.3359715477504221), np.float64(0.5389573935948945), np.float64(1.6502371630698496), np.float64(-0.638344796114062), np.float64(0.5382592634886655), np.float64(1.6277341340517402), np.float64(0.6671667816441138), np.float64(0.3950576027640977), np.float64(0.4382736941720911), np.float64(-0.22922331519422182), np.float64(-0.132705641894648), np.float64(-0.5036784876831715), np.float64(1.3338692050974439), np.float64(0.38715090712923617), np.float64(0.8959465729235256), np.float64(-0.3420307207180632), np.float64(-0.21342294294246134), np.float64(0.7201025738160309), np.float64(0.5928278364448606), np.float64(0.08211859692863113), np.float64(-0.08028620774429183), np.float64(0.3932596935654718), np.float64(1.1239190792574336), np.float64(-0.7863155357053091), np.float64(-0.028002441877161416), np.float64(-0.29723963217913735), np.float64(-0.43424373915824727), np.float64(0.04739619266888584), np.float64(0.6394598918414376), np.float64(0.24227237995531314), np.float64(0.5717384264267844), np.float64(0.36461508867252856), np.float64(-0.29833665037577617), np.float64(0.714173813451014), np.float64(0.3554107798795128), np.float64(-0.07727634786466224)]","[1, 1, 1, 1, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,"[4.51074049 2.97423852 5.17803682 1.61681958 0.32392409 2.44625048
 2.89150785 2.41718219 2.44664999 0.20598559 1.38087546 2.38300554
 2.79509664 0.6825128  5.69684668 2.25021532 1.76403121 0.61446203
 1.4343558  1.32322461]",0.9208601925964248,1.0
269,269,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DbS,0.9266524314880372,50,"[np.float64(0.3245242111294374), np.float64(0.09582407427537606), np.float64(0.2606140087226218), np.float64(1.1868436959886395), np.float64(0.6491028326836037), np.float64(0.21313776573901816), np.float64(-0.08396698428140684), np.float64(1.1376290416308241), np.float64(-0.17946196210206405), np.float64(-0.48964487695420406), np.float64(-0.5362312985302536), np.float64(-0.8738765142452394), np.float64(0.02291309018556532), np.float64(-0.09360259401552087), np.float64(-0.3243142796503715), np.float64(-0.8812177451820845), np.float64(0.11838644404076785), np.float64(-0.3555360465831642), np.float64(-0.4786326168614887), np.float64(0.31589725884948805), np.float64(0.6120289211243071), np.float64(-0.299196895457821), np.float64(-0.4768744057398216), np.float64(-0.014231658407587), np.float64(-0.6310153655068542), np.float64(-0.24770979880928595), np.float64(-0.7880717898455486), np.float64(0.13889794639641218), np.float64(0.7759920527847368), np.float64(-0.526412322505625), np.float64(0.7910295608520539), np.float64(0.230349409230877), np.float64(-0.10747360538322888), np.float64(0.44436766422815266), np.float64(-0.6306104878916188), np.float64(-0.33193402205651645), np.float64(-0.48913695132513724), np.float64(0.26217091392987424), np.float64(-0.00422288335802113), np.float64(0.2418094674224054), np.float64(-0.005607459421647962), np.float64(-0.4244862705929777), np.float64(-0.8757733742073679), np.float64(-0.6706126271998701), np.float64(0.3647108070959896), np.float64(-0.3958991601895722), np.float64(0.057353609469439654), np.float64(0.04558477087974003), np.float64(-0.9700200552104681), np.float64(0.1725500547086623)]","[1, 0, 1, 1, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,[3.55099854 0.21378672 3.92695275 2.07883912],0.6423060083110621,1.0
270,270,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<Dv[,3.7470450401306152,50,"[np.float64(-0.2797573597012638), np.float64(-0.16493687178381686), np.float64(-0.414270428433717), np.float64(-0.6122734483438688), np.float64(0.5415038349830368), np.float64(-0.3897228988120338), np.float64(-0.960647787813703), np.float64(-0.2491350849839869), np.float64(0.5018676573292195), np.float64(0.8897927412179063), np.float64(2.3752332142469994), np.float64(1.1993343993829346), np.float64(0.40011750099099697), np.float64(0.18563474397255741), np.float64(0.2966012031421109), np.float64(0.25919985055574846), np.float64(-0.4583207451907813), np.float64(1.726190499446165), np.float64(0.4882213615862098), np.float64(-0.8506936871501233), np.float64(-0.8717378310060321), np.float64(0.17878681447114808), np.float64(0.971297254496484), np.float64(-0.1618051395502548), np.float64(0.4115969552046278), np.float64(-0.1998670814728981), np.float64(0.5554872723388352), np.float64(1.260197173486018), np.float64(0.8988787564437813), np.float64(1.2047542293723148), np.float64(0.1861228850300397), np.float64(0.4641076422592534), np.float64(0.30557033657448934), np.float64(0.7925199906208444), np.float64(0.907823136640165), np.float64(-0.06266885733312039), np.float64(-0.5698684618977305), np.float64(-1.0469344463857633), np.float64(0.674479299980662), np.float64(0.09707106302927578), np.float64(0.4337645693632324), np.float64(0.4778097058222558), np.float64(0.2356465344452568), np.float64(-0.10619755214433158), np.float64(1.012841975634239), np.float64(1.332100652651262), np.float64(0.7677919973652058), np.float64(-0.06859345242610279), np.float64(0.10425293064344676), np.float64(2.414085768296261)]","[0, 0, 1, 1, 0]",6.0,"[1.0, 1.0, 0, 0, 0]",6.0,"[1.51552191 1.30649076 5.31087747 1.09957618 1.46289676 2.51411626
 3.51779945 0.03293315 2.57067496 1.05751917 1.64714155 1.1437304
 5.60875752 0.69177074 5.02249052 0.14194966 1.45632535 1.77515042
 5.61158263 1.23651944]",0.3248707452324053,1.0
271,271,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<Dv[,0.9046053886413574,50,"[np.float64(2.496513144784034), np.float64(0.0630564591926359), np.float64(0.25019710371772697), np.float64(0.6999794299502614), np.float64(0.02629188457468387), np.float64(0.7607557745470187), np.float64(-0.12336195426069615), np.float64(1.4697970931519404), np.float64(2.0218736934088204), np.float64(-0.3745934323829373), np.float64(0.6860549073688749), np.float64(0.263036167378482), np.float64(1.1079646251943345), np.float64(-0.07612142238848149), np.float64(0.49385447406939076), np.float64(0.3591465728408082), np.float64(-0.8625893888988583), np.float64(-0.9399704327823227), np.float64(-0.13689035898520993), np.float64(-0.8861352296043872), np.float64(-0.1603862036955568), np.float64(-0.21215667067137073), np.float64(1.339603819379089), np.float64(-0.6229812434702398), np.float64(-0.008243530249921808), np.float64(-0.2615416045433027), np.float64(0.6136881840610141), np.float64(0.17781058101461272), np.float64(0.4166127336082107), np.float64(0.13065232008739308), np.float64(0.036606488635452294), np.float64(2.8907117578535195), np.float64(-0.33475358150300943), np.float64(-0.6578888438117239), np.float64(-0.2246112976267393), np.float64(0.8437035678557824), np.float64(-0.48397195384932495), np.float64(0.7387122975024973), np.float64(-0.13848345485796779), np.float64(-0.08635514572162947), np.float64(-0.1814909267534316), np.float64(-0.20837546429489398), np.float64(-0.6374176913475307), np.float64(1.5702159035160628), np.float64(0.4167612279951154), np.float64(0.7393469930465751), np.float64(-0.4708797198674903), np.float64(0.9065344214073751), np.float64(0.3184244871930839), np.float64(-1.0171722905579001)]","[0, 0, 1, 1, 0]",6.0,"[1.0, 1.0, 0, 0, 0]",6.0,[1.96718027 0.30045804 3.73062563 1.10850281],0.3969529779857149,1.0
272,272,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<Dv[,1.06182599067688,50,"[np.float64(-0.22096681791731326), np.float64(-0.5683472139550307), np.float64(-0.05661570201390744), np.float64(-0.6136249142790624), np.float64(0.11120604664994375), np.float64(1.2007084164325508), np.float64(0.22539520536688892), np.float64(1.7666924379534925), np.float64(0.36699130158793075), np.float64(-0.4053972665844541), np.float64(-0.40696941412653603), np.float64(-0.8554181644072267), np.float64(-0.5285619549796277), np.float64(0.503766091008317), np.float64(2.145384011530482), np.float64(-0.07779830257340743), np.float64(1.3603598994230035), np.float64(1.1283940453535564), np.float64(-0.2955810938323455), np.float64(0.2851402291326799), np.float64(0.17533710723228826), np.float64(-0.8202944239572147), np.float64(-0.23737816416561303), np.float64(2.231501941886484), np.float64(-0.03206169234750811), np.float64(-0.9122210983631096), np.float64(0.08495553052360749), np.float64(0.6780070828981188), np.float64(-0.44059835597613334), np.float64(-0.8174668065729984), np.float64(-0.04815716753445358), np.float64(-0.32772057164525614), np.float64(-0.08945636210142796), np.float64(1.2353407627547075), np.float64(-0.820731469324984), np.float64(-0.26423945962653506), np.float64(-0.08597248499862549), np.float64(0.7321565473755971), np.float64(0.07950166822127235), np.float64(1.7300019917520075), np.float64(0.04420878075928883), np.float64(0.17266349934860575), np.float64(0.1887527020114364), np.float64(0.036440214703628494), np.float64(-0.4109183576018396), np.float64(-0.1811404925061115), np.float64(0.5567249282585569), np.float64(0.24686781087293214), np.float64(-0.4608050807825644), np.float64(0.6691139282373662)]","[1, 1, 0, 0, 0]",6.0,"[1.0, 1.0, 0, 0, 0]",6.0,[0.54939227 2.41712073 1.16299065 2.69860453],0.4858580004536138,1.0
273,273,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DxK,1.585073709487915,50,"[np.float64(-0.22051480480544208), np.float64(1.5800585706616683), np.float64(0.03305396047087458), np.float64(1.036689899696299), np.float64(0.765790561352762), np.float64(0.4150754653179311), np.float64(0.40955038077604455), np.float64(0.9389792942301582), np.float64(1.770407159698971), np.float64(0.11213825385062802), np.float64(0.06567036657500669), np.float64(0.943938548179488), np.float64(0.6119254990621239), np.float64(-0.8920494572057143), np.float64(0.8155918187360934), np.float64(-0.5988048263080905), np.float64(-0.3494489690443785), np.float64(1.7168770738315766), np.float64(-0.000399707073146606), np.float64(0.9571003410625838), np.float64(1.0445966059865641), np.float64(-0.37310971522477626), np.float64(-0.04486464893256761), np.float64(1.2727763066035114), np.float64(0.5202288070988071), np.float64(0.26720595986773915), np.float64(0.22013371997261505), np.float64(1.5078216175256909), np.float64(-0.4057944824417228), np.float64(-0.6128078096505896), np.float64(0.6495080231135809), np.float64(-0.02410822105421981), np.float64(0.43291408098157114), np.float64(-0.6761789329153941), np.float64(1.8083783540981537), np.float64(1.146204657737215), np.float64(0.06105686259264309), np.float64(0.9813545072140895), np.float64(0.8434189499173906), np.float64(1.2710923490096753), np.float64(0.5365125567635195), np.float64(0.4994058746679291), np.float64(-0.8592076200315876), np.float64(1.6479755377205665), np.float64(-0.8106378596405335), np.float64(0.7148578897962711), np.float64(0.6985146392097872), np.float64(-0.4748130801192053), np.float64(-0.683238422235752), np.float64(0.7548862106040108)]","[1, 1, 0, 1, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,[1.91519464 1.26712631 3.04769419 0.49210277],0.950090834288262,1.0
274,274,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DbS,3.098310947418213,50,"[np.float64(0.03736905005217554), np.float64(-0.10762630823587603), np.float64(0.48904815558689585), np.float64(-0.30585637988375847), np.float64(0.09887937095731728), np.float64(0.5458081350418726), np.float64(-0.10045684867665503), np.float64(0.7518039895919878), np.float64(-0.23622257349531173), np.float64(0.12683614253360842), np.float64(0.3772122480761534), np.float64(0.443795147527692), np.float64(0.4446487776858542), np.float64(-0.1927144359519456), np.float64(0.012060672600714376), np.float64(-0.05894419644206435), np.float64(-0.06642551910356745), np.float64(-0.4098728202447554), np.float64(-0.09772275788380491), np.float64(0.498410845411274), np.float64(-0.36336098936320993), np.float64(-0.644190571957558), np.float64(0.557693517806583), np.float64(-0.39998217191191504), np.float64(-0.005644762073982679), np.float64(-0.044424842747402105), np.float64(0.05794988763734603), np.float64(0.3976413965095231), np.float64(0.18227899085863253), np.float64(0.6730582230458633), np.float64(-0.4070514389761364), np.float64(-0.044314471765228486), np.float64(-0.01851941198140028), np.float64(0.7029760233102859), np.float64(0.18537631634591628), np.float64(0.1936762331042312), np.float64(0.7151632273866713), np.float64(-0.15174333893136877), np.float64(-0.17614513164590342), np.float64(-0.04676084048115248), np.float64(-0.18616101417423153), np.float64(-0.35632171644486693), np.float64(0.3217445285982541), np.float64(-0.017149543366270184), np.float64(0.5201722374007689), np.float64(0.32730243407456866), np.float64(0.05221169677739276), np.float64(0.18582420957364784), np.float64(0.5880458940913643), np.float64(-0.35548725945564635)]","[1, 1, 1, 0, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,"[0.48569857 1.52278407 4.57771869 0.83415582 4.37349437 0.13718194
 3.59967688 1.92416236 5.23653067 0.74871651 4.83603413 0.35573259
 0.15228777 2.82496156 5.6677111  1.42944271 2.29752185 0.6053625
 1.11781888 0.40326769]",0.4169091372093536,1.0
275,275,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DxK,3.907982110977173,50,"[np.float64(1.7510247395030292), np.float64(0.0883739780301559), np.float64(1.8771189132539958), np.float64(-0.08847952788614946), np.float64(0.9349063346142057), np.float64(-0.023899455008142778), np.float64(0.3385503565350757), np.float64(-0.08712644871753969), np.float64(0.010988437537639756), np.float64(0.10624312497357591), np.float64(0.3952167945416813), np.float64(0.5138096084429992), np.float64(0.670004248992906), np.float64(0.8333910771601105), np.float64(1.203425976299606), np.float64(1.056533125365254), np.float64(1.8900397532731852), np.float64(0.9416631370004678), np.float64(0.19983816194530585), np.float64(-0.23029104383521126), np.float64(-0.15493362652064885), np.float64(0.7863095480350615), np.float64(-0.31322257571694356), np.float64(1.1551342663382806), np.float64(0.39328267449089604), np.float64(1.1461877492681594), np.float64(0.21999749146721315), np.float64(-0.2332457395687178), np.float64(-0.3436750635396808), np.float64(-0.06546042126920004), np.float64(0.5037098879991071), np.float64(0.6504876669684103), np.float64(0.19672935254958718), np.float64(0.6367406595420924), np.float64(-0.09246335522563204), np.float64(0.5015177051711156), np.float64(-0.21157275819099516), np.float64(0.0926545878657814), np.float64(1.009654543815019), np.float64(0.25184075517964843), np.float64(0.33088854033998805), np.float64(-0.5872092941633742), np.float64(-0.22175872440351416), np.float64(0.019106290289867905), np.float64(1.154221605831253), np.float64(0.1785521444316748), np.float64(0.20905685409989977), np.float64(1.0162123365952282), np.float64(0.4119161822840264), np.float64(0.9156563796180716)]","[1, 1, 0, 0, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,"[1.95458153 1.90058148 4.82272542 0.99570759 4.07105387 0.99630796
 1.64372392 0.2422791  1.47550083 1.54973432 3.97484433 2.66335994
 1.24048147 0.68552228 1.7353891  0.21181189 5.15142761 0.95446668
 3.6999078  1.37463312]",0.8857455606587707,1.0
